Run Time, Comparisons, Swaps
27, 1992281, 1000295
27, 1992281, 1000295
27, 1992281, 1000295
26, 1992281, 1000295
26, 1992281, 1000295
26, 1992281, 1000295
27, 1992281, 1000295
27, 1992281, 1000295
27, 1992281, 1000295
27, 1992281, 1000295
Sorted
