Run Time, Comparisons, Swaps
1, 8677, 0
2, 8677, 0
2, 8677, 0
3, 8677, 0
3, 8677, 0
2, 8677, 0
3, 8677, 0
3, 8677, 0
2, 8677, 0
3, 8677, 0
Sorted
3, 5067, 0
3, 5046, 0
2, 5045, 0
3, 5045, 0
1, 5045, 0
1, 5045, 0
1, 5045, 0
3, 5045, 0
2, 5045, 0
2, 5045, 0
