Run Time, Comparisons, Swaps
333, 49995000, 10000
328, 49995000, 10000
398, 49995000, 10000
355, 49995000, 10000
369, 49995000, 10000
333, 49995000, 10000
339, 49995000, 10000
350, 49995000, 10000
331, 49995000, 10000
338, 49995000, 10000
Sorted
333, 49995000, 10000
332, 49995000, 10000
340, 49995000, 10000
343, 49995000, 10000
373, 49995000, 10000
357, 49995000, 10000
330, 49995000, 10000
338, 49995000, 10000
335, 49995000, 10000
332, 49995000, 10000
