Run Time, Comparisons, Swaps
6, 252623, 252623
6, 252623, 252623
6, 252623, 252623
5, 252623, 252623
5, 252623, 252623
6, 252623, 252623
3, 252623, 252623
4, 252623, 252623
4, 252623, 252623
5, 252623, 252623
Sorted
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
