Run Time, Comparisons, Swaps
832, 49995000, 25204636
798, 49995000, 25204636
799, 49995000, 25204636
859, 49995000, 25204636
807, 49995000, 25204636
772, 49995000, 25204636
777, 49995000, 25204636
781, 49995000, 25204636
769, 49995000, 25204636
774, 49995000, 25204636
Sorted
324, 49995000, 0
327, 49995000, 0
324, 49995000, 0
334, 49995000, 0
324, 49995000, 0
322, 49995000, 0
341, 49995000, 0
332, 49995000, 0
323, 49995000, 0
329, 49995000, 0
