Run Time, Comparisons, Swaps
47159, -1797246052, -1797246052
48582, -1797246052, -1797246052
50785, -1797246052, -1797246052
50105, -1797246052, -1797246052
49249, -1797246052, -1797246052
48352, -1797246052, -1797246052
47250, -1797246052, -1797246052
47310, -1797246052, -1797246052
47394, -1797246052, -1797246052
47172, -1797246052, -1797246052
Sorted
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
