Run Time, Comparisons, Swaps
10, 499500, 241958
8, 499500, 241958
9, 499500, 241958
10, 499500, 241958
7, 499500, 241958
7, 499500, 241958
8, 499500, 241958
6, 499500, 241958
7, 499500, 241958
7, 499500, 241958
Sorted
3, 499500, 0
2, 499500, 0
2, 499500, 0
3, 499500, 0
2, 499500, 0
3, 499500, 0
4, 499500, 0
3, 499500, 0
3, 499500, 0
2, 499500, 0
