Run Time, Comparisons, Swaps
19305, 1536409, 0
19205, 1536409, 0
19348, 1536409, 0
19825, 1536409, 0
19558, 1536409, 0
19997, 1536409, 0
19477, 1536409, 0
19205, 1536409, 0
19158, 1536409, 0
19174, 1536409, 0
Sorted
19161, 854033, 0
19117, 853906, 0
19180, 853906, 0
19136, 853906, 0
19073, 853905, 0
19288, 853905, 0
19660, 853905, 0
19152, 853905, 0
19188, 853905, 0
19104, 853905, 0
