Run Time, Comparisons, Swaps
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
0, 9888, 5963
Sorted
8, 492065, 493038
8, 492065, 493038
7, 492065, 493038
8, 492065, 493038
8, 492065, 493038
7, 492065, 493038
8, 492065, 493038
7, 492065, 493038
8, 492065, 493038
7, 492065, 493038
